Date,DXY Index,ADXY Index,SPX Index,LQD US Equity,LF98TRUU Index,TLT US Equity,USGG2YR Index,CCMP Index,CRB CMDT Index,EUCRBRDT Index,LOCADY Comdty,XAU Curncy,AMZN US Equity
19/6/14,80.317,115.77,1959.48,118.33,1667.28,110.96,0.4477,4359.33,495.39,115,6730.5,1320.39,16.35
20/6/14,80.372,115.75,1962.87,118.56,1668.7,111.8,0.4561,4368.04,496.1,114.55,6777.5,1314.82,16.21
23/6/14,80.272,115.83,1962.61,118.55,1669.85,111.45,0.4643,4368.68,497.36,113.66,6901,1317.52,16.362
24/6/14,80.327,115.79,1949.98,119.05,1669.94,112.58,0.4563,4350.35,497.15,113.66,6898.5,1318.29,16.208
25/6/14,80.225,115.76,1959.53,119.17,1668.69,112.87,0.4804,4379.76,496.97,113.77,6890.5,1319.18,16.372
26/6/14,80.22,115.76,1957.22,119.39,1668.51,113.41,0.4627,4379.05,496.38,112.9,6936.5,1316.58,16.285
27/6/14,80.039,115.94,1960.96,119.37,1668.4,113.24,0.4607,4397.93,497.23,112.89,6976,1316.17,16.229
30/6/14,79.775,116.18,1960.23,119.26,1668.59,113.52,0.4567,4408.18,496.4,112.09,6955,1327.33,16.239
1/7/14,79.815,116.25,1973.32,118.47,1669.07,112.28,0.4645,4458.65,497.09,111.32,7015,1326.46,16.62
2/7/14,79.956,116.15,1974.62,118.05,1669.1,111.08,0.4803,4457.73,496.86,110.25,7050,1326.86,16.643
3/7/14,80.212,116.27,1985.44,117.93,1669.13,110.68,0.5059,4485.93,496,109.93,7121,1319.53,16.875
4/7/14,80.269,116.28,1985.44,117.93,1669.13,110.68,0.5059,4485.93,496,109.65,7159,1320.55,16.875
7/7/14,80.218,116.28,1977.65,118.14,1670.25,111.49,0.5119,4451.53,494.71,108.94,7120.5,1319.94,16.678
8/7/14,80.179,116.33,1963.71,118.58,1669.86,112.74,0.504,4391.46,493.87,108.15,7155,1319.24,16.191
9/7/14,79.993,116.61,1972.83,118.77,1669.43,112.83,0.4761,4419.03,492.11,107.38,7173,1327.83,16.499
10/7/14,80.127,116.38,1964.68,118.68,1666.04,112.86,0.4541,4396.2,491.82,107.7,7110,1335.75,16.396
11/7/14,80.187,116.25,1967.57,119.05,1666.46,113.58,0.4479,4415.49,489.24,105.83,7151,1338.7,17.31
14/7/14,80.188,116.25,1977.1,118.8,1667.45,113.09,0.4599,4440.42,489.94,106.32,7154.5,1307.15,17.766
15/7/14,80.39,115.97,1973.28,118.67,1665.54,112.86,0.4759,4416.39,489.56,105.25,7102.5,1294.05,17.722
16/7/14,80.559,116.06,1981.57,118.95,1663.98,113.46,0.4839,4425.97,488.82,105.3,7112,1299.21,17.795
17/7/14,80.505,115.85,1958.12,119.4,1660.88,114.89,0.4436,4363.45,489.41,106.99,7030.5,1319.2,17.623
18/7/14,80.524,116.11,1978.22,119.24,1658.14,114.52,0.4777,4432.15,488.41,105.86,7026.5,1310.88,17.933
21/7/14,80.56,116.23,1973.63,119.24,1657.48,115.09,0.4899,4424.7,488.86,106.57,6989.5,1312.49,17.988
22/7/14,80.781,116.29,1983.53,119.33,1659.25,115.33,0.4716,4456.02,488.41,105.38,7060.5,1306.42,18.042
23/7/14,80.823,116.45,1987.01,119.47,1661.03,115.18,0.4675,4473.7,489.88,106.85,7065,1304.59,17.907
24/7/14,80.872,116.26,1987.98,119,1661.73,114.32,0.4918,4472.11,490.44,105.6,7151,1293.66,17.931
25/7/14,81.029,116.27,1978.34,119.46,1661.09,115.67,0.4877,4449.56,490.45,106.66,7183.5,1307.22,16.2
28/7/14,81.025,116.4,1978.91,119.32,1660.97,115.51,0.5,4444.91,490.92,105.92,7132,1304.05,16.021
29/7/14,81.214,116.31,1969.95,119.43,1659.3,115.93,0.5393,4442.7,490.36,106.16,7116,1299.11,16
30/7/14,81.432,116.21,1970.07,118.88,1656.51,114.32,0.5551,4462.9,488.74,104.7,7090,1296.3,16.125
31/7/14,81.456,115.96,1930.67,118.55,1646.34,113.98,0.5276,4369.77,488.47,103.9,7135.5,1282.59,15.65
1/8/14,81.302,116.07,1925.15,118.82,1637.54,114.56,0.4723,4352.64,487.27,103.56,7078,1293.75,15.353
4/8/14,81.328,116.02,1938.99,118.85,1639.43,114.26,0.4644,4383.89,488.36,104.23,7104,1288.25,15.683
5/8/14,81.328,115.91,1920.21,118.97,1643.95,114.63,0.4624,4352.84,487.03,103.87,7100.5,1288.78,15.616
6/8/14,81.444,116.01,1920.24,118.76,1642.4,114.7,0.4564,4355.05,487.8,103.79,6995,1305.9,15.695
7/8/14,81.524,115.83,1909.57,119.07,1645.64,115.77,0.4285,4334.97,486.09,104.76,6980.5,1312.63,15.573
8/8/14,81.389,116.13,1931.59,119.04,1645.35,115.52,0.4442,4370.9,484.58,103.73,7020,1309.58,15.84
11/8/14,81.466,116.16,1936.92,119.09,1650.56,115.51,0.4401,4401.33,484.92,103.65,7010.5,1308.48,15.917
12/8/14,81.5,116.14,1933.75,119.03,1653.3,114.76,0.432,4389.25,483.54,102.05,7025.5,1309.51,15.966
13/8/14,81.596,116.21,1946.72,119.27,1657.91,115.51,0.4119,4434.13,484.13,103.42,6925.5,1312.92,16.314
14/8/14,81.588,116.51,1955.18,119.4,1661.35,116.44,0.4158,4453,483.76,100.71,6886.5,1313.52,16.661
15/8/14,81.424,116.59,1955.06,119.82,1663.07,117.71,0.4074,4464.93,483.46,101.99,6852.5,1304.7,16.682
18/8/14,81.576,116.66,1971.74,119.55,1665.8,116.54,0.4154,4508.31,482.69,100.44,6910,1298.4,16.726
19/8/14,81.883,116.61,1981.6,119.47,1667.77,116.18,0.4273,4527.51,482.53,99.52,6934.5,1295.73,16.757
20/8/14,82.226,116.4,1986.51,119.2,1668.77,115.99,0.4717,4526.48,482.85,100.34,6922,1291.94,16.789
21/8/14,82.154,116.49,1992.37,119.61,1669.49,116.64,0.4676,4532.1,484.37,100.68,7003,1276.78,16.646
22/8/14,82.336,116.52,1988.4,119.76,1669.61,117.29,0.4918,4538.55,485.2,100.17,7088,1281.1,16.58
25/8/14,82.549,116.49,1997.92,119.95,1670.78,117.73,0.5,4557.35,484.76,100.75,7088,1276.84,16.701
26/8/14,82.65,116.62,2000.02,120.03,1671.32,117.35,0.4918,4570.64,485.76,100.68,7096,1281.2,17.092
27/8/14,82.428,116.8,2000.12,120.23,1671.67,118.35,0.5118,4569.62,484.46,100.45,7051,1282.63,17.159
28/8/14,82.477,116.64,1996.74,120.49,1671.97,118.97,0.5,4557.7,484.06,100.32,7033,1289.65,17.001
29/8/14,82.748,116.67,2003.37,120.58,1672.43,119.05,0.4882,4580.27,483.83,101.26,6995,1287.32,16.952
1/9/14,82.748,116.77,2003.37,120.58,1672.43,119.05,0.4882,4580.27,483.83,101.37,6966.5,1286,16.952
2/9/14,82.992,116.49,2002.28,119.67,1672.17,116.73,0.5237,4598.19,482.27,99.75,6965.5,1265.4,17.119
3/9/14,82.865,116.58,2000.72,119.83,1670.91,117.38,0.5158,4572.56,481.15,101.3,6927,1269.4,16.95
4/9/14,83.82,116.52,1997.65,118.98,1668.51,115.95,0.5317,4562.29,483.11,100.76,6967,1261.67,17.298
5/9/14,83.739,116.57,2007.71,119,1664.9,115.73,0.5079,4582.9,484.22,100.15,6973,1268.81,17.319
8/9/14,84.232,116.26,2001.54,118.8,1665.26,115.78,0.5279,4592.29,485.77,99.43,7040.5,1255.45,17.117
9/9/14,84.278,116.19,1988.44,118.48,1662.76,115.69,0.5558,4552.29,484.6,98.57,6937,1255.47,16.488
10/9/14,84.283,116.22,1995.69,118.29,1657.64,114.96,0.5679,4586.52,485.11,97.2,6897.5,1249.77,16.566
11/9/14,84.298,116.11,1997.45,118.2,1655.34,114.58,0.56,4591.81,485.71,97.49,6829,1240.92,16.526
12/9/14,84.24,116.03,1985.54,117.63,1654.51,113.38,0.5602,4567.6,484.94,96.41,6856,1229.65,16.56
15/9/14,84.264,115.91,1984.13,117.66,1653.87,113.55,0.5402,4518.9,480.59,96.54,6850,1233.22,16.194
16/9/14,84.074,115.99,1998.98,117.64,1652.13,113.09,0.5362,4552.76,478.66,97.34,6895.5,1235.55,16.388
17/9/14,84.345,115.64,2001.57,117.32,1653.8,112.8,0.5686,4562.19,479.57,97.24,6958.5,1223.51,16.2
18/9/14,84.323,115.72,2011.36,117.53,1656.58,113.16,0.5606,4593.43,477.73,96.44,6920,1225.15,16.25
19/9/14,84.735,115.78,2010.4,117.99,1657.9,114.6,0.5649,4579.79,477.65,96.95,6868.5,1215.7,16.566
22/9/14,84.752,115.62,1994.29,118.1,1656.79,114.74,0.5487,4527.69,476.69,95.28,6782,1215.08,16.225
23/9/14,84.658,115.75,1982.77,118.29,1652.46,115.45,0.5366,4508.69,475.74,94.98,6797,1223.42,16.182
24/9/14,85.037,115.86,1998.3,118.01,1648.28,114.81,0.5866,4555.22,476.04,95.06,6750,1217.09,16.411
25/9/14,85.195,115.57,1965.99,118.36,1641.77,116.17,0.5511,4466.75,475.12,95.33,6766,1221.58,16.096
26/9/14,85.64,115.4,1982.85,118.1,1635.19,116,0.5748,4512.19,475.32,95.22,6771,1218.38,16.16
29/9/14,85.591,115.15,1977.8,118.05,1631.02,116.93,0.5708,4505.85,475.39,95.42,6735.5,1215.81,16.091
30/9/14,85.936,115,1972.29,118.22,1637.42,116.27,0.567,4493.39,473.42,93.17,6736,1208.15,16.122
1/10/14,85.972,115.11,1946.16,118.6,1640.17,118.23,0.5158,4422.09,473.66,93.51,6755,1213.82,15.873
2/10/14,85.601,115.22,1946.17,118.59,1640.71,117.2,0.5237,4430.2,472.2,92.92,6693.5,1214.57,15.921
3/10/14,86.694,114.77,1967.9,118.93,1646.47,117.7,0.5575,4475.62,470.64,91.37,6665,1191.42,16.137
6/10/14,85.928,115.15,1964.82,118.99,1651.27,117.77,0.5318,4454.8,472.64,92.15,6712.5,1207.3,16.11
7/10/14,85.672,115.15,1935.1,119.42,1648.6,119.36,0.504,4385.2,474.01,91.01,6715,1209.01,15.849
8/10/14,85.297,115.25,1968.89,120.03,1644.51,119.39,0.4483,4468.59,472.8,91.04,6755,1221.14,16.135
9/10/14,85.522,115.25,1928.21,119.53,1641.42,118.87,0.4403,4378.34,472.59,88.32,6767,1224.33,15.769
10/10/14,85.912,115.03,1906.13,119.63,1633.62,120.05,0.4239,4276.24,471.91,89.63,6697,1223.16,15.57
13/10/14,85.532,115.26,1874.74,119.94,1633.62,120.78,0.4239,4213.66,470.55,87.91,6802,1235.87,15.323
14/10/14,85.822,115.13,1877.7,120.21,1629.02,121.57,0.3678,4227.17,471.16,85.07,6780.5,1232.83,15.416
15/10/14,85.147,115.28,1862.49,120.3,1619.99,122.53,0.3076,4215.32,466.06,83.12,6781,1242.02,15.299
16/10/14,84.955,115.19,1862.76,120.03,1622.42,121.75,0.3433,4217.39,464.7,86.29,6630,1238.81,15.143
17/10/14,85.11,115.3,1886.76,119.98,1639.95,121.07,0.3709,4258.44,461.89,85.11,6629,1238.32,15.182
20/10/14,84.953,115.56,1904.01,120.2,1641.94,121.51,0.3505,4316.07,460.53,84.28,6615,1246.91,15.311
21/10/14,85.303,115.55,1941.28,120.13,1652.13,120.54,0.3624,4419.48,461.77,85.31,6660,1248.7,15.766
22/10/14,85.741,115.5,1927.11,119.93,1654.05,120.67,0.3582,4382.85,459.95,83.79,6730.5,1241.27,15.649
23/10/14,85.843,115.39,1950.82,119.7,1655.29,119.6,0.3863,4452.79,460.32,85.89,6718.5,1231.84,15.659
24/10/14,85.732,115.47,1964.58,119.75,1655.52,119.72,0.3859,4483.72,458.32,85.29,6759.5,1231.01,14.353
27/10/14,85.495,115.48,1961.63,119.9,1654.92,119.94,0.3816,4485.93,458.94,84.6,6800.5,1226.62,14.499
28/10/14,85.408,115.61,1985.05,119.5,1655.33,119.19,0.3937,4564.29,459.04,85.23,6859.5,1228.52,14.779
29/10/14,85.952,115.38,1982.3,119.28,1655.66,119.46,0.4811,4549.23,460.99,85.66,6855,1212.15,14.706
30/10/14,86.147,115.39,1994.65,119.36,1655.05,119.56,0.4693,4566.14,460.39,84.9,6785,1198.85,14.954
31/10/14,86.917,114.96,2018.05,119.34,1656.89,119.25,0.4914,4630.74,458.92,84.8,6835.5,1172.94,15.273
3/11/14,87.309,114.71,2017.81,118.77,1657.35,118.96,0.5114,4638.91,458.98,83.55,6801,1165.63,15.286
4/11/14,86.984,114.85,2012.1,118.94,1653.28,119.33,0.5116,4623.64,457.63,82.12,6705.5,1168.39,15.141
5/11/14,87.444,114.6,2023.57,118.72,1654.73,119.16,0.5217,4620.72,457.7,82.76,6646,1140.54,14.826
6/11/14,88.012,114.48,2031.21,118.36,1654.39,118.39,0.5497,4638.47,457.92,82.16,6681,1141.92,14.832
7/11/14,87.642,114.64,2031.92,119.11,1654.57,119.75,0.4985,4632.53,456.39,82.38,6720.5,1177.97,14.993
10/11/14,87.81,114.58,2038.26,118.51,1655,118.65,0.5349,4651.62,455.63,81.29,6735.5,1151.47,15.256
11/11/14,87.531,114.47,2039.68,118.5,1655,118.73,0.5349,4660.56,457.46,80.34,6688,1164.33,15.601
12/11/14,87.822,114.48,2038.25,118.49,1654.97,118.63,0.5392,4675.14,456.39,78.85,6752.5,1162.6,15.576
13/11/14,87.674,114.42,2039.33,118.36,1653.57,118.91,0.5153,4680.14,454.31,76.24,6755.5,1162.55,15.824
14/11/14,87.525,114.24,2039.82,118.51,1649.97,119.49,0.5119,4688.54,453.56,78.26,6695,1188.75,16.391
17/11/14,87.926,114.18,2041.32,118.23,1647.48,119.19,0.508,4671,454.08,77.52,6752,1186.57,16.153
18/11/14,87.575,114.26,2051.8,118.33,1643.95,119.52,0.5042,4702.44,454.37,76.85,6684,1197.08,16.247
19/11/14,87.647,113.91,2048.72,117.7,1639.97,118.76,0.5205,4675.71,451.97,76.6,6715,1182.68,16.327
20/11/14,87.591,113.98,2052.75,118.15,1638.38,119.38,0.5086,4701.87,453.24,78.53,6688,1193.79,16.527
21/11/14,88.31,114.05,2063.5,118.66,1643.9,120.1,0.501,4712.97,454.7,79.2,6790,1201.55,16.632
24/11/14,88.151,113.95,2069.41,118.85,1645.59,120.2,0.493,4754.89,455.88,78.09,6731,1197.14,16.782
25/11/14,87.92,113.92,2067.03,119.36,1646.98,121.2,0.5197,4758.25,456.61,76.96,6696,1200.98,16.752
26/11/14,87.607,114.09,2072.83,119.77,1647.71,121.53,0.5157,4787.32,456.27,76.35,6649,1197.87,16.679
27/11/14,87.607,114.1,2072.83,119.77,1647.71,121.53,0.5157,4787.32,456.27,71.72,6621.5,1192.67,16.679
28/11/14,88.356,113.63,2067.56,120.09,1644.82,122.49,0.4685,4791.63,454.64,68.99,6515.5,1167.38,16.932
1/12/14,87.946,113.69,2053.44,119.34,1633.59,121.5,0.4961,4727.35,455.32,72.22,6385,1212.1,16.3
2/12/14,88.647,113.43,2066.55,118.54,1629.95,120.32,0.5355,4755.81,454.63,70.64,6455,1198.28,16.316
3/12/14,88.956,113.42,2074.33,118.66,1630.31,120.79,0.5554,4774.47,454.2,69.72,6451,1209.43,15.825
4/12/14,88.704,113.57,2071.92,118.85,1630.57,121.8,0.5396,4769.44,452.46,69.01,6491,1205.27,15.847
5/12/14,89.334,113.06,2075.37,118.36,1628.87,121.09,0.6433,4780.76,452,68.22,6536,1192.35,15.631
8/12/14,89.041,113.29,2060.31,118.92,1624.67,122.57,0.6275,4740.69,451.75,65.67,6465.5,1203.51,15.332
9/12/14,88.69,113.15,2059.82,119.02,1614.73,123.2,0.6117,4766.47,450.9,65.95,6401,1231.06,15.625
10/12/14,88.271,113.33,2026.14,118.98,1608.36,124.1,0.5679,4684.02,449.95,63.73,6476,1226.31,15.292
11/12/14,88.663,113.11,2035.33,118.86,1604.31,124.61,0.6,4708.16,448.86,62.78,6471.5,1227.72,15.368
12/12/14,88.363,113.26,2002.33,119.05,1594.47,126.3,0.5401,4653.6,449.22,61.09,6526.5,1222.59,15.366
15/12/14,88.46,112.81,1989.63,119.33,1586.92,126.04,0.5764,4605.16,448.71,59.83,6560,1193.23,15.304
16/12/14,88.125,113.05,1972.74,119.29,1577.36,127.6,0.5523,4547.83,443.36,59.17,6390,1197.01,14.753
17/12/14,89.133,112.93,2012.89,119.32,1587.36,126.4499,0.617,4644.31,440.56,59.89,6306,1189.71,14.944
18/12/14,89.235,112.84,2061.23,119.44,1606.59,124.2,0.6313,4748.4,439.75,59.21,6350.5,1198.57,14.887
19/12/14,89.598,112.64,2070.65,119.38,1611.69,125.87,0.638,4765.38,440.72,61.25,6445.5,1195.74,14.995
22/12/14,89.77,112.66,2078.54,119.76,1615.97,126.04,0.6586,4781.42,440.31,59.05,6426.5,1176.44,15.327
23/12/14,90.064,112.36,2082.17,118.85,1618.18,123.54,0.7393,4765.42,440.06,59.67,6363,1176.57,15.314
24/12/14,89.967,112.41,2081.88,118.91,1618.81,123.95,0.7393,4773.47,438.81,58.48,6361,1173.8,15.151
25/12/14,89.835,112.61,2081.88,118.91,1618.81,123.95,0.7393,4773.47,438.81,58.48,6361,1173.8,15.151
26/12/14,90.03,112.39,2088.77,119,1619.39,124.41,0.7393,4806.86,438.81,57.83,6361,1196,15.455
29/12/14,90.19,112.45,2090.57,119.23,1620.91,125.34,0.7078,4806.91,439.46,56.29,6332,1183.29,15.602
30/12/14,89.991,112.64,2080.35,119.33,1620.99,125.68,0.6841,4777.44,439.68,55.81,6330,1200.55,15.515
31/12/14,90.269,112.8,2058.9,119.41,1621.01,125.92,0.6645,4736.05,437.75,55.76,6359,1184.37,15.518
1/1/15,90.276,112.78,2058.9,119.41,1621.01,125.92,0.6645,4736.05,437.75,55.76,6359,1181.98,15.518
2/1/15,91.08,112.28,2058.2,119.83,1621.36,127.32,0.6647,4726.81,437.59,55.69,6309,1188.39,15.426
5/1/15,91.378,112.11,2020.58,120.32,1616.78,129.32,0.6568,4652.57,435.69,52.35,6216,1204.86,15.11
6/1/15,91.499,112.31,2002.61,120.81,1611.06,131.65,0.625,4592.74,434.51,50.22,6191,1218.58,14.765
7/1/15,91.89,112.33,2025.9,120.97,1615.91,131.39,0.6091,4650.47,434.64,50.16,6170,1211.41,14.921
8/1/15,92.368,112.48,2062.14,120.58,1622.66,129.65,0.6051,4736.19,434.5,50.28,6230.5,1208.79,15.023
9/1/15,91.935,112.87,2044.81,120.9,1624.72,131.07,0.561,4704.07,434.64,49.37,6151,1223.25,14.847
12/1/15,91.983,112.87,2028.26,121.13,1624,131.82,0.5449,4664.71,433.63,46.49,6131,1233.31,14.571
13/1/15,92.31,113.01,2023.03,121.24,1624.02,131.82,0.5388,4661.5,432.4,46.33,5915,1230.64,14.737
14/1/15,92.161,112.95,2011.27,121.45,1619.55,132.82,0.5006,4639.32,428.6,47.63,5627,1228.72,14.664
15/1/15,92.352,113.16,1992.67,122.08,1621.07,134.91,0.4122,4570.82,428.75,46.33,5719,1262.75,14.348
16/1/15,92.52,113.17,2019.42,121.4,1619.67,133.19,0.4835,4634.38,429.43,47.69,5660,1280.45,14.537
19/1/15,92.52,113.06,2019.42,121.4,1619.67,133.19,0.4835,4634.38,429.43,47.12,5671,1275.65,14.537
20/1/15,93.046,112.77,2022.55,121.68,1621.05,134.96,0.4914,4654.85,426.88,45.47,5760.5,1295.32,14.472
21/1/15,92.904,112.96,2032.12,121.63,1620.96,133.4,0.5074,4667.42,426.75,46.2,5630.5,1293.09,14.863
22/1/15,94.077,112.96,2063.15,121.57,1624,132.92,0.5174,4750.4,424.96,46.52,5742,1302.25,15.516
23/1/15,94.762,112.9,2051.82,122.28,1626.12,134.77,0.4864,4757.88,424.39,45.89,5581,1294.08,15.619
26/1/15,94.802,112.84,2057.09,122.25,1627.89,134.36,0.5107,4771.76,424.27,45.25,5490,1281.4,15.483
27/1/15,94.022,112.94,2029.55,122.34,1627.87,134.57,0.5105,4681.5,423.69,46.54,5557,1292.34,15.338
28/1/15,94.467,112.66,2002.16,123.17,1631.3,136.77,0.4654,4637.99,422.96,46.26,5485.5,1284.49,15.196
29/1/15,94.782,112.22,2021.25,122.88,1631.45,135.87,0.5158,4683.41,422.3,46.85,5390.5,1257.27,15.589
30/1/15,94.804,111.92,1994.99,123.89,1631.71,138.28,0.4488,4635.24,422.45,50.77,5505,1283.79,17.726
2/2/15,94.504,112.35,2020.85,123.67,1632.3,137.48,0.4586,4676.69,422.81,53.69,5535.5,1274.41,18.224
3/2/15,93.6,112.51,2050.03,122.67,1637.31,134.57,0.5079,4727.74,425.26,55.59,5695,1260.52,18.178
4/2/15,93.986,112.51,2041.51,122.84,1639.46,134.8,0.4842,4716.7,425.29,53.17,5708,1269.35,18.238
5/2/15,93.569,112.69,2062.52,122.45,1643.16,133.32,0.5198,4765.1,425.95,56.05,5595,1264.82,18.694
6/2/15,94.698,112.32,2055.47,121.17,1647.69,130.96,0.6435,4744.4,424.91,57.52,5692,1234.04,18.714
9/2/15,94.449,112.37,2046.74,121.25,1647.85,130.75,0.6517,4726.01,425.17,57.17,5666,1239.03,18.528
10/2/15,94.758,112.32,2068.59,120.92,1648.48,129.71,0.6499,4787.65,417.11,56.29,5591,1233.55,18.65
11/2/15,94.985,112,2068.53,121,1648.47,129.95,0.6642,4801.18,416.11,54.23,5645.5,1218.83,18.757
12/2/15,94.094,112.18,2088.48,121.31,1650.26,129.52,0.6242,4857.61,415.9,57.04,5695,1221.98,18.859
13/2/15,94.201,112.34,2096.99,120.83,1651.66,128.19,0.6411,4893.84,418.72,59.41,5731,1229.76,19.092
16/2/15,94.201,112.32,2096.99,120.83,1651.66,128.19,0.6411,4893.84,418.72,59.88,5712,1232.55,19.092
17/2/15,94.061,111.98,2100.34,120.27,1653.98,126.26,0.6615,4899.27,418.49,61.23,5665.5,1209.89,18.772
18/2/15,94.198,111.94,2099.68,120.7,1656.15,127.01,0.597,4906.36,417.5,58.53,5690,1212.42,18.669
19/2/15,94.404,111.82,2097.45,120.68,1656.46,126.17,0.6174,4924.7,419,59.34,5720,1206.84,18.95
20/2/15,94.253,111.7,2110.3,120.86,1658.01,126.54,0.6321,4955.97,418.48,59.79,5707,1201.94,19.183
23/2/15,94.569,111.86,2109.66,121.27,1659.98,127.99,0.6017,4960.97,417.76,58.57,5657,1201.83,19.007
24/2/15,94.493,112.02,2115.48,122.06,1663,129.67,0.5529,4968.12,419.93,58.31,5715,1200.53,18.929
25/2/15,94.213,112.21,2113.86,122.17,1665.64,130.23,0.6026,4967.14,419.42,61.3,5805,1205,19.269
26/2/15,95.292,112.14,2110.74,121.51,1669.15,128.45,0.6461,4987.89,419.67,59.69,5935.5,1209.49,19.24
27/2/15,95.293,111.98,2104.5,121.8,1671.04,129.53,0.6184,4963.53,420.92,61.81,5880.5,1213.18,19.008
2/3/15,95.462,111.9,2117.39,120.42,1671.73,126.87,0.6621,5008.1,421.57,60.87,5896,1206.83,19.283
3/3/15,95.383,112.08,2107.78,120.35,1669.97,126.41,0.6782,4979.9,421.69,61.03,5855,1203.74,19.231
4/3/15,95.965,111.78,2098.53,120.27,1667.19,126.45,0.6546,4967.14,421.67,60.11,5882,1200.34,19.136
5/3/15,96.378,111.8,2101.04,120.43,1667.5,126.29,0.6389,4982.81,421.35,60.12,5856,1198.4,19.392
6/3/15,97.615,111.41,2071.26,119.15,1663.36,123.5,0.7234,4927.37,419.44,59.35,5826.5,1167.29,19.005
9/3/15,97.588,111.44,2079.43,119.63,1661.57,124.64,0.6917,4942.44,418.71,58.14,5800,1167.21,18.928
10/3/15,98.618,110.98,2044.16,119.82,1655.66,126.28,0.6799,4859.8,416.93,55.88,5783.5,1161.84,18.476
11/3/15,99.795,111.01,2040.24,120.43,1657.57,127.2,0.6802,4849.94,415.86,57.18,5786,1155.31,18.319
12/3/15,99.435,111.26,2065.95,120.31,1658.86,127.11,0.6644,4893.29,415.84,56.34,5865.5,1153.73,18.712
13/3/15,100.33,110.81,2053.4,119.97,1653.93,126.72,0.657,4871.76,414.53,53.83,5860,1158.48,18.529
16/3/15,99.604,111.01,2081.19,120.09,1651.99,127.94,0.6491,4929.51,413.99,52.61,5853,1154.81,18.668
17/3/15,99.585,111.17,2074.28,120.29,1648.19,129,0.6716,4937.44,412.74,51.33,5765,1149.57,18.596
18/3/15,98.55,111.83,2099.5,121.77,1647.87,131.49,0.5525,4982.83,412.97,54.29,5692.5,1167.61,18.757
19/3/15,99.26,111.72,2089.27,121.15,1652.87,130.82,0.6092,4992.38,413.71,52.44,5835,1171.18,18.662
20/3/15,97.909,112.06,2108.1,121.49,1654.64,131.51,0.5812,5026.42,415.29,53.19,5920,1182.54,18.925
23/3/15,97.033,112.3,2104.42,121.77,1656.15,131.35,0.5691,5010.97,417.03,53.79,6093.5,1189.54,18.756
24/3/15,97.193,112.23,2091.5,121.95,1658,132.62,0.557,4994.73,417.35,53.22,6128,1193.28,18.705
25/3/15,96.979,112.23,2061.05,121.55,1659.62,131.5,0.6023,4876.52,417.37,54.36,6134.5,1195.47,18.548
26/3/15,97.436,112.03,2056.15,120.8,1658.09,129.45,0.6102,4863.36,416.92,56.84,6230,1204.81,18.368
27/3/15,97.291,112.09,2061.02,121.28,1659.25,131.06,0.5944,4891.22,416.6,54.36,6146,1198.55,18.528
30/3/15,97.975,111.95,2086.24,121.49,1661.34,130.41,0.5787,4947.44,416.91,54.79,6110,1186.07,18.729
31/3/15,98.357,112.09,2067.89,121.71,1661.89,130.69,0.5551,4900.89,414.98,53.34,6050.5,1183.57,18.605
1/4/15,98.185,112.45,2059.69,121.73,1662.27,132.13,0.5355,4880.23,414.84,55.81,6019.5,1203.98,18.513
2/4/15,97.436,112.64,2066.96,121.53,1663.36,130.73,0.5396,4886.94,414,54.23,6001.5,1202.61,18.613
3/4/15,96.545,113.28,2066.96,121.53,1663.37,130.73,0.4762,4886.94,414,54.26,6001.5,1206.91,18.613
6/4/15,96.777,113.27,2080.62,121.69,1666.82,130,0.496,4917.32,414.95,57.09,6001.5,1214.84,18.852
7/4/15,97.83,112.58,2076.33,122.13,1671.25,131.09,0.5159,4910.23,415.2,57.83,6041,1209.22,18.721
8/4/15,97.94,112.63,2081.9,122.09,1674.44,131.13,0.5318,4950.82,415.02,55.27,6055,1202.57,19.06
9/4/15,99.155,112.42,2091.18,121.47,1674.56,129.43,0.5478,4974.56,415.56,55.82,6050,1194.81,19.177
10/4/15,99.338,112.42,2102.06,121.64,1675.97,129.62,0.556,4995.98,415.62,57.34,6055,1207.59,19.133
13/4/15,99.49,112.06,2092.43,121.6,1677.94,129.8,0.528,4988.25,415.13,56.7,6011.5,1198.88,19.118
14/4/15,98.733,112.41,2095.84,121.88,1677.72,130.72,0.512,4977.29,413.98,57.59,5916.5,1192.78,19.256
15/4/15,98.319,112.51,2106.63,121.96,1680.71,130.61,0.496,5011.02,413.53,60.2,5920.5,1202.58,19.173
16/4/15,97.415,112.89,2104.99,121.89,1681.41,129.96,0.4839,5007.79,412.88,62.16,6054,1198.55,19.302
17/4/15,97.52,112.89,2081.18,122.22,1679.81,131.45,0.5081,4931.81,413.39,61.21,6081,1204.22,18.778
20/4/15,97.941,112.62,2100.4,121.93,1681.61,130.29,0.5202,4994.6,413.61,61.18,6002,1195.89,19.476
21/4/15,98.004,112.71,2097.29,121.9,1682.65,129.7,0.5162,5014.1,413.5,59.32,5975,1202.41,19.559
22/4/15,97.932,112.81,2107.96,121.11,1682.27,127.72,0.5446,5035.17,413.68,60.54,5927,1187.13,19.49
23/4/15,97.278,112.85,2112.93,121.42,1682.44,128.27,0.5284,5056.06,414.86,62.62,5935,1193.97,19.5
24/4/15,96.922,113,2117.69,121.65,1683.94,129.07,0.5041,5092.09,415.99,63.63,6025.5,1179,22.255
